,All people,Males,Females,Lives in a household,Lives in a communal establishment,Schoolchild or full-time student aged 4 and over at their non term-time address,Area (hectares),Density (number of persons per hectare)
S01003894,935,470,465,924,11,8,25,36.8
S01003895,745,356,389,745,-,9,50,14.79
S01003896,724,335,389,697,27,14,95,7.63
S01003897,734,342,392,731,3,29,111,6.63
S01003898,791,356,435,728,63,17,51,15.65
S01003899,800,385,415,800,-,13,55,14.57
S01003900,776,361,415,776,-,9,14,57.03
S01003901,680,307,373,634,46,22,27,25.51
S01003902,"1,036",524,512,970,66,12,79,13.08
S01003903,901,443,458,901,-,27,"5,310",0.17
S01003904,888,423,465,834,54,3,75,11.91
S01003905,"1,166",578,588,"1,166",-,16,"3,227",0.36
S01003906,701,331,370,701,-,1,30,23.05
S01003907,748,340,408,748,-,6,36,20.77
S01003908,799,371,428,799,-,5,24,33.15
S01003909,621,308,313,621,-,22,42,14.89
S01003910,727,352,375,723,4,9,86,8.42
S01003911,626,305,321,610,16,8,"15,198",0.04
S01003912,945,457,488,945,-,20,78,12.09
S01003913,727,365,362,707,20,24,"4,948",0.15
S01003914,975,487,488,956,19,18,"16,872",0.06
S01003915,764,365,399,757,7,13,"116,251",0.01
S01003916,845,413,432,845,-,18,"4,958",0.17
S01003917,906,427,479,891,15,19,"2,529",0.36
S01003918,954,479,475,954,-,17,48,19.75
S01003919,612,294,318,612,-,4,64,9.59
S01003920,731,365,366,730,1,8,46,15.73
S01003921,"1,038",500,538,"1,012",26,4,205,5.07
S01003922,937,440,497,894,43,6,466,2.01
S01003923,761,391,370,761,-,3,10,73.66
S01003924,507,241,266,507,-,2,10,49.75
S01003925,801,391,410,794,7,5,193,4.16
S01003926,580,274,306,580,-,3,15,39.05
S01003927,720,364,356,720,-,7,"14,557",0.05
S01003928,840,393,447,840,-,3,28,29.94
S01003929,548,263,285,548,-,-,25,21.97
S01003930,870,431,439,870,-,5,33,26.4
S01003931,"1,144",580,564,"1,144",-,13,38,29.93
S01003932,897,433,464,820,77,12,968,0.93
S01003933,701,360,341,690,11,19,"38,919",0.02
S01003934,"1,016",484,532,"1,016",-,17,"5,717",0.18
S01003935,827,421,406,827,-,6,999,0.83
S01003936,999,498,501,957,42,20,"7,183",0.14
S01003937,745,364,381,745,-,3,33,22.44
S01003938,605,305,300,605,-,4,"27,008",0.02
S01003939,626,299,327,624,2,5,"2,234",0.28
S01003940,"1,047",514,533,"1,047",-,12,"1,943",0.54
S01003941,614,304,310,614,-,8,"4,530",0.14
S01003942,758,339,419,756,2,12,27,28.07
S01003943,695,328,367,695,-,4,30,23
S01003944,646,307,339,626,20,9,19,34.78
S01003945,661,316,345,659,2,6,93,7.08
S01003946,838,417,421,805,33,11,"8,545",0.1
S01003947,631,306,325,631,-,10,"1,504",0.42
S01003948,745,374,371,743,2,15,"80,019",0.01
S01003949,598,290,308,598,-,5,"13,672",0.04
S01003950,606,297,309,606,-,8,55,10.99
S01003951,608,265,343,566,42,14,191,3.19
S01003952,536,259,277,527,9,13,"10,133",0.05
S01003953,577,294,283,554,23,15,"6,091",0.09
S01003954,702,344,358,677,25,9,"2,044",0.34
S01003955,681,327,354,651,30,16,30,22.68
S01003956,749,353,396,711,38,7,85,8.79
S01003957,686,344,342,681,5,11,"4,191",0.16
S01003958,784,365,419,779,5,5,"3,066",0.26
S01003959,747,373,374,743,4,13,"90,637",0.01
S01003960,877,432,445,862,15,17,"2,723",0.32
S01003961,576,269,307,576,-,5,33,17.61
S01003962,706,331,375,706,-,7,83,8.51
S01003963,474,256,218,472,2,15,"36,250",0.01
S01003964,483,232,251,483,-,9,"15,644",0.03
S01003965,576,284,292,576,-,7,"42,988",0.01
S01003966,"1,009",512,497,"1,005",4,16,"55,457",0.02
S01003967,539,272,267,534,5,11,"30,665",0.02
S01003968,864,412,452,864,-,12,"42,251",0.02
S01003969,762,375,387,737,25,7,"41,684",0.02
S01003970,631,322,309,620,11,7,"28,203",0.02
S01003971,721,352,369,721,-,7,"3,110",0.23
S01003972,785,394,391,785,-,13,"11,276",0.07
S01003973,450,240,210,442,8,11,"45,078",0.01
S01003974,854,436,418,847,7,13,"100,401",0.01
S01003975,829,430,399,829,-,13,"46,232",0.02
S01003976,772,369,403,769,3,8,38,20.17
S01003977,491,244,247,491,-,4,13,38.43
S01003978,512,242,270,494,18,4,29,17.56
S01003979,569,266,303,561,8,8,31,18.4
S01003980,643,323,320,643,-,15,"3,689",0.17
S01003981,544,271,273,540,4,4,11,51.74
S01003982,779,384,395,777,2,13,45,17.24
S01003983,683,356,327,683,-,12,29,23.63
S01003984,623,309,314,590,33,6,34,18.55
S01003985,743,353,390,743,-,8,14,52.32
S01003986,550,275,275,550,-,2,12,44.16
S01003987,688,338,350,654,34,14,128,5.37
S01003988,490,246,244,480,10,8,"46,775",0.01
S01003989,913,471,442,913,-,15,"13,589",0.07
S01003990,522,272,250,515,7,8,"69,573",0.01
S01003991,622,318,304,622,-,10,"4,730",0.13
S01003992,982,485,497,982,-,15,107,9.17
S01003993,694,349,345,667,27,16,"18,452",0.04
S01003994,729,376,353,729,-,7,"6,559",0.11
S01003995,"1,312",650,662,"1,312",-,17,"10,228",0.13
S01003996,649,332,317,649,-,16,"4,511",0.14
S01003997,916,432,484,916,-,12,43,21.44
S01003998,565,285,280,565,-,12,30,18.53
S01003999,853,426,427,853,-,15,33,25.77
S01004000,708,338,370,708,-,9,18,38.41
S01004001,620,313,307,620,-,4,35,17.47
S01004002,896,417,479,891,5,12,39,22.95
S01004003,570,279,291,570,-,8,13,42.62
S01004004,731,344,387,731,-,4,11,66.78
S01004005,588,298,290,588,-,13,19,31.39
S01004006,553,268,285,553,-,4,14,40.96
S01004007,611,293,318,589,22,12,17,34.94
S01004008,672,350,322,668,4,13,"7,858",0.09
S01004009,771,376,395,724,47,15,102,7.59
S01004010,837,422,415,835,2,13,"7,481",0.11
S01004011,"1,369",655,714,"1,260",109,29,"2,639",0.52
S01004012,755,355,400,755,-,4,39,19.12
S01004013,537,259,278,526,11,11,"5,204",0.1
S01004014,634,295,339,634,-,18,49,13.03
S01004015,905,424,481,905,-,39,45,20.15
S01004016,598,294,304,598,-,2,21,29.05
S01004017,"1,014",469,545,"1,014",-,35,36,28.51
S01004018,824,407,417,824,-,8,15,53.39
S01004019,"1,067",529,538,"1,060",7,5,"1,323",0.81
S01004020,805,400,405,805,-,9,609,1.32
S01004021,"1,177",590,587,"1,177",-,10,29,39.91
S01004022,789,393,396,789,-,5,31,25.81
S01004023,556,270,286,556,-,1,19,28.79
S01004024,"1,077",539,538,"1,019",58,2,"2,854",0.38
S01004025,858,414,444,858,-,-,13,66.53
S01004026,607,287,320,607,-,1,8,77.4
S01004027,785,389,396,785,-,1,22,35.7
S01004028,739,351,388,739,-,3,12,62.66
S01004029,879,414,465,879,-,-,11,78.54
S01004030,660,320,340,660,-,-,11,58.53
S01004031,577,258,319,577,-,-,10,57.18
S01004032,396,185,211,396,-,2,36,11.11
S01004033,865,385,480,821,44,3,27,32.26
S01004034,736,341,395,736,-,-,8,89.41
S01004035,737,333,404,728,9,2,27,26.98
S01004036,630,323,307,630,-,-,11,56.46
S01004037,660,302,358,660,-,2,27,24.9
S01004038,678,318,360,678,-,2,16,41.1
S01004039,368,166,202,368,-,1,21,17.19
S01004040,642,338,304,642,-,2,18,35.01
S01004041,650,339,311,650,-,-,40,16.1
S01004042,576,321,255,576,-,1,33,17.67
S01004043,730,361,369,730,-,3,"1,127",0.65
S01004044,674,321,353,674,-,2,27,24.7
S01004045,596,292,304,596,-,4,12,50.04
S01004046,541,260,281,541,-,-,14,39.46
S01004047,688,326,362,688,-,-,10,68.56
S01004048,"1,036",486,550,994,42,4,39,26.35
S01004049,"1,314",647,667,"1,310",4,6,32,41.63
S01004050,465,218,247,465,-,1,20,23.39
S01004051,836,415,421,836,-,6,21,39.02
S01004052,538,254,284,528,10,-,9,58.06
S01004053,957,445,512,957,-,2,22,43.18
S01004054,882,430,452,882,-,6,41,21.53
S01004055,557,295,262,557,-,3,18,30.18
S01004056,722,346,376,722,-,3,14,50.33
S01004057,"1,604",742,862,"1,591",13,5,105,15.31
S01004058,923,421,502,923,-,3,16,57.66
S01004059,549,245,304,549,-,2,9,58.66
S01004060,468,223,245,468,-,1,6,74.73
S01004061,793,373,420,793,-,3,15,54.24
S01004062,871,418,453,839,32,11,16,53.8
S01004063,610,294,316,610,-,1,15,39.9
S01004064,621,286,335,621,-,1,12,51.77
S01004065,958,451,507,946,12,2,25,38.05
S01004066,560,263,297,560,-,-,8,66.63
S01004067,829,396,433,829,-,4,23,36.46
S01004068,723,334,389,723,-,-,11,65.18
S01004069,448,217,231,448,-,-,8,59.6
S01004070,688,313,375,596,92,-,53,13.06
S01004071,908,439,469,869,39,-,29,31.48
S01004072,"1,189",637,552,977,212,3,34,34.51
S01004073,785,382,403,785,-,4,12,64.49
S01004074,872,398,474,801,71,6,21,42.16
S01004075,449,222,227,440,9,3,12,36.18
S01004076,626,291,335,626,-,1,10,63.56
S01004077,842,370,472,842,-,-,15,56.22
S01004078,768,373,395,768,-,2,14,55.97
S01004079,665,311,354,665,-,7,21,32.08
S01004080,821,402,419,821,-,2,9,93.37
S01004081,649,317,332,649,-,3,10,67.82
S01004082,"1,030",529,501,"1,030",-,4,55,18.83
S01004083,874,422,452,874,-,1,13,65.96
S01004084,905,446,459,890,15,1,11,84.43
S01004085,524,265,259,524,-,-,4,137.78
S01004086,769,344,425,769,-,-,6,131.61
S01004087,455,217,238,455,-,1,23,19.84
S01004088,525,227,298,525,-,-,8,68.96
S01004089,725,357,368,725,-,-,17,43.77
S01004090,315,154,161,315,-,2,10,31.36
S01004091,958,476,482,958,-,5,46,20.63
S01004092,740,337,403,740,-,1,6,131.12
S01004093,547,256,291,547,-,-,14,38.41
S01004094,425,221,204,397,28,-,35,12.1
S01004095,517,238,279,517,-,-,7,76.26
S01004096,645,303,342,645,-,9,31,21.14
S01004097,734,347,387,734,-,1,14,51.25
S01004098,619,304,315,619,-,4,61,10.22
S01004099,788,386,402,788,-,5,24,32.18
S01004100,765,371,394,765,-,-,23,33.66
S01004101,715,331,384,715,-,-,10,74.26
S01004102,771,376,395,771,-,8,8,94.2
S01004103,660,307,353,660,-,3,15,45.44
S01004104,756,369,387,756,-,8,18,42.81
S01004105,842,395,447,842,-,2,14,58.52
S01004106,898,401,497,853,45,6,16,56.3
S01004107,668,318,350,668,-,7,31,21.5
S01004108,800,371,429,747,53,6,101,7.96
S01004109,560,278,282,560,-,3,14,38.75
S01004110,775,348,427,771,4,5,27,28.7
S01004111,798,389,409,771,27,7,20,39.01
S01004112,839,365,474,702,137,2,15,54.79
S01004113,729,337,392,729,-,1,33,21.82
S01004114,643,313,330,643,-,1,10,65.93
S01004115,749,348,401,657,92,4,26,28.95
S01004116,674,314,360,632,42,1,21,31.43
S01004117,748,379,369,748,-,3,7,100.55
S01004118,899,408,491,899,-,3,20,44.86
S01004119,490,238,252,490,-,2,9,55.94
S01004120,706,337,369,699,7,10,40,17.45
S01004121,430,210,220,428,2,5,"7,706",0.06
S01004122,900,442,458,887,13,14,"7,109",0.13
S01004123,928,478,450,927,1,3,"1,455",0.64
S01004124,"1,039",526,513,"1,031",8,16,39,26.79
S01004125,656,305,351,655,1,3,17,38.89
S01004126,682,308,374,675,7,2,18,36.93
S01004127,860,432,428,860,-,13,13,64.98
S01004128,683,345,338,683,-,5,17,39.34
S01004129,728,351,377,728,-,4,15,49.05
S01004130,514,261,253,514,-,5,18,29.24
S01004131,809,392,417,809,-,4,15,54.26
S01004132,536,251,285,536,-,1,11,50.42
S01004133,820,396,424,811,9,-,15,55.83
S01004134,646,319,327,646,-,7,11,58.38
S01004135,633,277,356,588,45,-,11,58.44
S01004136,623,287,336,623,-,2,10,62.3
S01004137,575,277,298,575,-,18,"6,124",0.09
S01004138,694,333,361,694,-,3,15,45.36
S01004139,561,266,295,561,-,5,12,47.47
S01004140,540,245,295,540,-,2,25,21.86
S01004141,673,331,342,673,-,-,9,75.77
S01004142,540,270,270,540,-,3,12,45.36
S01004143,846,399,447,846,-,5,19,43.47
S01004144,"1,319",636,683,"1,301",18,6,"1,243",1.06
S01004145,626,310,316,626,-,6,11,55
S01004146,818,404,414,813,5,4,21,39.1
S01004147,709,351,358,707,2,2,15,48.21
S01004148,995,464,531,927,68,10,34,29.51
S01004149,851,391,460,789,62,4,22,37.89
S01004150,609,338,271,512,97,2,18,33.71
S01004151,"1,023",515,508,"1,023",-,20,334,3.07
S01004152,752,351,401,752,-,3,12,64.01
S01004153,782,379,403,782,-,1,22,36.25
S01004154,625,307,318,625,-,7,539,1.16
S01004155,885,403,482,885,-,2,18,49.59
S01004156,963,476,487,963,-,4,64,15.14
S01004157,581,280,301,581,-,7,12,47.29
S01004158,579,268,311,579,-,9,17,34.43
S01004159,358,173,185,358,-,2,9,41.23
S01004160,646,317,329,646,-,4,17,37.69
S01004161,548,269,279,548,-,12,"2,484",0.22
S01004162,"2,023",998,"1,025","2,023",-,11,887,2.28
S01004163,662,318,344,662,-,3,10,63.77
S01004164,860,426,434,860,-,1,20,42.09
S01004165,969,480,489,969,-,5,18,53.39
S01004166,744,374,370,735,9,3,603,1.23
S01004167,669,323,346,664,5,2,23,29.44
S01004168,621,306,315,615,6,1,15,40.6
S01004169,796,397,399,738,58,3,12,66.46
S01004170,734,347,387,734,-,-,61,12.11
S01004171,633,321,312,633,-,1,11,58.01
S01004172,756,358,398,756,-,4,12,61.98
S01004173,606,282,324,606,-,-,9,66.86
S01004174,728,330,398,721,7,3,13,55.18
S01004175,540,261,279,540,-,-,9,62.22
S01004176,632,304,328,632,-,1,24,25.99
S01004177,494,237,257,494,-,1,7,65.97
S01004178,566,271,295,566,-,6,14,41.57
S01004179,490,249,241,490,-,1,9,55.11
S01004180,900,442,458,900,-,2,20,44.25
S01004181,798,374,424,798,-,6,13,63.42
S01004182,928,435,493,928,-,4,19,48.04
S01004183,"1,056",497,559,"1,056",-,14,34,30.62
S01004184,782,379,403,778,4,-,16,49.94
S01004185,680,350,330,680,-,1,10,71.55
S01004186,739,349,390,739,-,-,12,61.29
S01004187,696,337,359,696,-,2,11,65.45
S01004188,782,370,412,782,-,2,10,77.82
S01004189,922,466,456,922,-,4,28,32.43
S01004190,821,388,433,821,-,3,23,36.24
S01004191,727,337,390,727,-,1,14,50.91
S01004192,"1,043",493,550,"1,043",-,1,35,29.8
S01004193,690,332,358,684,6,-,12,58.35
S01004194,739,335,404,739,-,4,23,32.46
S01004195,638,297,341,638,-,4,13,49.39
S01004196,615,292,323,615,-,-,17,35.15
S01004197,697,324,373,697,-,-,14,50.66
S01004198,578,271,307,474,104,12,40,14.39
S01004199,780,368,412,780,-,2,18,43.85
S01004200,719,335,384,719,-,2,13,54.16
S01004201,715,345,370,715,-,2,18,39.65
S01004202,523,257,266,523,-,1,12,45.47
S01004203,955,464,491,955,-,5,39,24.71
S01004204,668,309,359,663,5,2,19,35.94
S01004205,758,364,394,758,-,2,25,30.87
S01004206,636,300,336,574,62,10,31,20.61
S01004207,705,345,360,705,-,1,13,55.58
S01004208,851,403,448,851,-,4,87,9.82
S01004209,605,285,320,553,52,9,26,22.85
S01004210,611,274,337,538,73,1,41,14.9
S01004211,"1,102",538,564,992,110,14,300,3.67
S01004212,"1,670",817,853,"1,668",2,20,"2,266",0.74
S01004213,530,271,259,530,-,1,348,1.52
S01004214,637,305,332,637,-,11,21,31.06
S01004215,615,279,336,578,37,20,47,13.18
S01004216,807,393,414,807,-,5,16,51.57
S01004217,447,218,229,447,-,1,10,46.37
S01004218,802,370,432,802,-,1,14,56.69
S01004219,508,244,264,508,-,-,8,62.87
S01004220,903,431,472,886,17,10,52,17.32
S01004221,783,383,400,783,-,2,10,77.9
S01004222,569,273,296,558,11,-,15,39
S01004223,722,340,382,722,-,1,9,77.6
S01004224,684,336,348,684,-,2,9,72.64
S01004225,768,362,406,753,15,2,15,50.03
S01004226,660,311,349,660,-,4,13,49.35
S01004227,"1,002",480,522,"1,002",-,4,613,1.63
S01004228,842,414,428,842,-,17,"1,505",0.56
S01004229,652,321,331,643,9,2,14,48.2
S01004230,688,328,360,688,-,4,11,60.57
S01004231,707,331,376,707,-,1,13,52.6
S01004232,624,294,330,624,-,4,10,61.39
S01004233,819,402,417,815,4,8,"41,053",0.02
S01004234,988,484,504,988,-,19,"23,163",0.04
S01004235,854,460,394,854,-,9,"15,268",0.06
S01004236,985,480,505,975,10,8,48,20.57
S01004237,682,346,336,680,2,5,29,23.81
S01004238,568,293,275,566,2,10,"8,591",0.07
S01004239,856,403,453,812,44,17,60,14.26
S01004240,802,401,401,800,2,12,"9,495",0.08
S01004241,536,267,269,536,-,7,"1,901",0.28
S01004242,845,417,428,845,-,18,"24,277",0.03
S01004243,699,355,344,699,-,14,"8,528",0.08
S01004244,660,321,339,656,4,4,19,35.51
S01004245,938,455,483,937,1,16,"8,729",0.11
S01004246,635,317,318,635,-,13,"4,434",0.14
S01004247,845,421,424,843,2,2,27,31.77
S01004248,"1,036",496,540,"1,036",-,5,48,21.63
S01004249,917,459,458,916,1,9,31,29.58
S01004250,"1,029",507,522,"1,025",4,11,55,18.85
S01004251,907,416,491,833,74,9,69,13.17
S01004252,638,307,331,638,-,15,"6,010",0.11
S01004253,579,299,280,579,-,4,"1,918",0.3
S01004254,725,341,384,640,85,16,"3,545",0.2
S01004255,"2,886","1,401","1,485","2,886",-,29,"3,396",0.85
S01004256,"1,460",722,738,"1,460",-,24,346,4.22
S01004257,621,318,303,621,-,11,"5,207",0.12
S01004258,717,361,356,715,2,18,"8,340",0.09
S01004259,771,347,424,718,53,16,29,26.16
S01004260,513,244,269,513,-,12,35,14.59
S01004261,786,379,407,786,-,9,12,63.6
S01004262,787,420,367,763,24,16,"7,091",0.11
S01004263,764,353,411,748,16,6,15,49.66
S01004264,800,385,415,793,7,7,26,30.42
S01004265,909,464,445,909,-,13,20,45.59
S01004266,545,250,295,545,-,9,14,37.79
S01004267,508,250,258,505,3,27,47,10.75
S01004268,637,308,329,636,1,7,62,10.32
S01004269,838,389,449,838,-,12,48,17.63
S01004270,561,291,270,559,2,6,20,27.99
S01004271,643,311,332,643,-,5,40,16.07
S01004272,565,274,291,565,-,10,13,45.14
S01004273,576,292,284,575,1,3,23,25.55
S01004274,911,456,455,910,1,17,"5,607",0.16
S01004275,584,287,297,584,-,3,15,39.75
S01004276,868,425,443,848,20,14,"1,023",0.85
S01004277,713,355,358,713,-,14,25,29.04
S01004278,"1,207",599,608,"1,207",-,14,45,27.06
S01004279,819,403,416,819,-,4,13,61.37
S01004280,925,439,486,925,-,9,20,46.18
S01004281,729,366,363,706,23,9,"3,174",0.23
S01004282,880,403,477,880,-,7,15,59.45
S01004283,702,337,365,702,-,5,10,69.92
S01004284,902,440,462,902,-,7,14,65.8
S01004285,474,237,237,474,-,7,57,8.38
S01004286,578,299,279,578,-,5,61,9.48
S01004287,641,324,317,641,-,11,"1,951",0.33
S01004288,665,324,341,661,4,11,49,13.46
S01004289,547,272,275,543,4,7,20,27.7
S01004290,"1,000",495,505,"1,000",-,10,"4,368",0.23
S01004291,807,395,412,807,-,8,42,19.28
S01004292,988,475,513,988,-,4,18,54.72
S01004293,931,441,490,928,3,8,41,22.81
S01004294,744,381,363,730,14,12,30,24.59
S01004295,855,385,470,734,121,15,45,19.16
S01004296,886,426,460,880,6,19,65,13.57
S01004297,648,323,325,645,3,1,32,20.18
S01004298,"1,332",665,667,"1,269",63,35,"5,784",0.23
S01004299,520,242,278,520,-,4,38,13.52
S01004300,574,284,290,568,6,3,23,25.24
S01004301,774,366,408,774,-,17,"1,851",0.42
S01004302,674,333,341,669,5,18,84,8.03
S01004303,626,298,328,626,-,4,10,60.11
S01004304,798,362,436,798,-,5,102,7.83
S01004305,647,302,345,647,-,6,16,41.48
S01004306,597,291,306,597,-,8,14,43.6
S01004307,871,487,384,679,192,17,"1,559",0.56
S01004308,965,474,491,965,-,2,31,30.9
S01004309,937,449,488,887,50,19,38,24.43
S01004310,718,342,376,709,9,3,15,48.3
S01004311,"1,153",561,592,"1,153",-,11,22,52.15
S01004312,700,320,380,695,5,18,53,13.1
S01004313,"1,298",635,663,"1,272",26,17,"5,991",0.22
S01004314,787,393,394,787,-,6,37,21.06
S01004315,502,241,261,502,-,2,17,30.06
S01004316,536,276,260,536,-,10,9,59.4
S01004317,"1,149",545,604,"1,104",45,22,133,8.67
S01004318,527,218,309,495,32,2,13,41.82
S01004319,889,441,448,888,1,22,607,1.46
S01004320,824,407,417,824,-,7,26,32.06
S01004321,777,351,426,777,-,10,15,51.51
S01004322,980,491,489,967,13,9,35,27.87
S01004323,657,322,335,657,-,7,18,36.97
S01004324,803,377,426,797,6,1,17,47.75
S01004325,"1,054",529,525,"1,046",8,18,31,33.52
S01004326,843,428,415,843,-,10,"1,784",0.47
S01004327,699,351,348,682,17,9,581,1.2
S01004328,607,293,314,607,-,5,20,30.44
S01004329,509,248,261,504,5,7,21,24.2
S01004330,"1,412",711,701,"1,412",-,21,"2,118",0.67
S01004331,579,277,302,575,4,5,22,26.83
S01004332,631,307,324,625,6,4,30,21.01
S01004333,578,279,299,578,-,10,17,34.83
S01004334,"1,363",735,628,925,438,27,"3,363",0.41
S01004335,537,261,276,535,2,5,25,21.1
S01004336,"1,005",510,495,995,10,10,30,33.89
S01004337,748,341,407,740,8,3,21,35.51
S01004338,769,384,385,769,-,16,23,33.94
S01004339,955,455,500,950,5,19,102,9.38
S01004340,537,281,256,537,-,-,10,54.01
S01004341,558,256,302,558,-,3,10,55.96
S01004342,"1,335",891,444,764,571,6,25,52.66
S01004343,641,311,330,635,6,-,12,52.08
S01004344,746,377,369,744,2,6,21,36.32
S01004345,"1,160",543,617,"1,146",14,10,57,20.46
S01004346,445,217,228,445,-,5,15,30.59
S01004347,898,467,431,898,-,9,22,41.3
S01004348,637,323,314,637,-,5,21,29.74
S01004349,752,382,370,721,31,11,"9,782",0.08
S01004350,601,266,335,516,85,10,"2,220",0.27
S01004351,532,240,292,532,-,7,39,13.66
S01004352,539,257,282,531,8,7,"1,012",0.53
S01004353,872,422,450,838,34,20,252,3.47
S01004354,514,246,268,514,-,3,"1,048",0.49
S01004355,571,288,283,571,-,4,188,3.03
S01004356,951,457,494,951,-,1,15,62.52
S01004357,820,413,407,820,-,11,214,3.84
S01004358,665,330,335,665,-,2,43,15.51
S01004359,546,257,289,546,-,1,8,64.9
S01004360,637,313,324,633,4,3,18,35.39
S01004361,820,379,441,767,53,5,21,38.65
S01004362,604,268,336,604,-,3,9,63.76
S01004363,980,455,525,886,94,1,19,52.27
S01004364,915,467,448,874,41,4,202,4.54
S01004365,703,341,362,703,-,-,29,24.62
S01004366,589,275,314,589,-,1,16,37.98
S01004367,781,358,423,781,-,3,12,66.14
S01004368,535,251,284,510,25,2,15,35.1
S01004369,697,350,347,697,-,1,22,31.06
S01004370,680,329,351,680,-,3,16,42.66
S01004371,727,352,375,727,-,-,13,57.88
S01004372,905,447,458,876,29,16,"17,968",0.05
S01004373,670,312,358,670,-,-,22,30.08
S01004374,768,370,398,768,-,2,17,44.17
S01004375,624,280,344,624,-,2,16,39.31
S01004376,871,409,462,871,-,4,11,77.07
S01004377,709,351,358,709,-,5,33,21.71
S01004378,913,430,483,913,-,6,21,43.17
S01004379,903,428,475,903,-,4,23,39.18
S01004380,697,315,382,697,-,-,35,19.87
S01004381,781,381,400,781,-,2,76,10.3
S01004382,681,339,342,681,-,5,25,26.73
S01004383,796,392,404,796,-,2,12,65.69
S01004384,662,311,351,662,-,1,14,46.27
S01004385,740,365,375,740,-,3,14,52.48
S01004386,"1,003",462,541,971,32,5,38,26.57
S01004387,947,425,522,947,-,3,14,69.06
S01004388,700,326,374,696,4,2,14,51.23
S01004389,586,281,305,586,-,1,17,34.85
S01004390,782,383,399,782,-,-,11,70.85
S01004391,555,270,285,555,-,8,39,14.3
S01004392,844,381,463,844,-,-,16,51.84
S01004393,889,424,465,889,-,4,13,66.75
S01004394,799,365,434,799,-,5,12,68.59
S01004395,596,280,316,596,-,-,12,49.17
S01004396,758,341,417,758,-,1,19,38.98
S01004397,907,451,456,907,-,8,18,51.52
S01004398,806,363,443,806,-,3,13,62.37
S01004399,482,228,254,482,-,3,7,71.93
S01004400,548,249,299,548,-,1,9,58.7
S01004401,"1,079",539,540,"1,079",-,3,43,24.94
S01004402,933,431,502,852,81,1,22,42.38
S01004403,516,247,269,504,12,2,"1,293",0.4
S01004404,734,374,360,734,-,7,19,38.19
S01004405,757,365,392,757,-,2,45,16.65
S01004406,890,420,470,890,-,2,80,11.15
S01004407,656,317,339,656,-,1,20,33.32
S01004408,"1,402",708,694,"1,400",2,7,"2,614",0.54
S01004409,459,218,241,434,25,9,"11,860",0.04
S01004410,989,432,557,969,20,5,106,9.3
S01004411,557,264,293,542,15,2,88,6.32
S01004412,"1,042",525,517,997,45,7,32,32.56
S01004413,717,370,347,689,28,4,18,38.84
S01004414,690,357,333,684,6,1,17,39.53
S01004415,680,341,339,680,-,4,24,28.92
S01004416,763,363,400,763,-,3,20,37.79
S01004417,807,391,416,807,-,-,17,46.45
S01004418,902,441,461,895,7,1,54,16.62
S01004419,821,400,421,760,61,7,17,47.9
